researcher,title,author,source,pyear,tc,ac,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014
mccammonj,FRICTIONAL-PROPERTIES OF NONSPHERICAL MULTISUBUNIT STRUCTURES - APPLICATION TO TUBULES AND CYLINDERS,"MCCAMMON, JA; DEUTCH, JM",BIOPOLYMERS,1976,59,1.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,6,6,4,1,3,4,3,0,2,3,1,3,2,2,0,0,2,0,0,2,2,0,1,1,0,0,0,0,2,3,0,0,0,0,1,0
mccammonj,Novel druggable hot spots in avian influenza neuraminidase H5N1 revealed by computational solvent mapping of a reduced and representative receptor ensemble,"Landon, Melissa R.; Amaro, Rommie E.; Baron, Riccardo; Ngan, Chi Ho; Ozonoff, David; McCammon, J. Andrew; Vajda, Sandor",CHEMICAL BIOLOGY & DRUG DESIGN,2008,58,8.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,13,11,12,14,1
mccammonj,RATE THEORY FOR GATED DIFFUSION-INFLUENCED LIGAND-BINDING TO PROTEINS,"NORTHRUP, SH; ZARRIN, F; MCCAMMON, JA",JOURNAL OF PHYSICAL CHEMISTRY,1982,58,1.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,3,5,4,4,0,1,2,2,1,2,0,1,2,4,5,0,3,2,0,2,0,1,2,0,0,1,0,1,1,1,0
mccammonj,Thalassiolins A-C: New marine-derived inhibitors of HIV cDNA integrase,"Rowley, DC; Hansen, MST; Rhodes, D; Sotriffer, CA; Ni, HH; McCammon, JA; Bushman, FD; Fenical, W",BIOORGANIC & MEDICINAL CHEMISTRY,2002,57,4.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,7,2,5,8,2,8,6,6,5,1
mccammonj,The low dielectric interior of proteins is sufficient to cause major structural changes in DNA on association,"Elcock, AH; McCammon, JA",JOURNAL OF THE AMERICAN CHEMICAL SOCIETY,1996,57,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,9,4,3,5,3,5,5,2,6,1,2,2,1,1,0,0,0
mccammonj,How Can Hydrophobic Association Be Enthalpy Driven?,"Setny, Piotr; Baron, Riccardo; McCammon, J. Andrew",JOURNAL OF CHEMICAL THEORY AND COMPUTATION,2010,56,11.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,14,16,22,3
mccammonj,Large conformational changes in proteins: signaling and other functions,"Grant, Barry J.; Gorfe, Alemayehu A.; McCammon, J. Andrew",CURRENT OPINION IN STRUCTURAL BIOLOGY,2010,56,11.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,20,19,9,5
mccammonj,Asymmetric structural motions of the homomeric alpha 7 nicotinic receptor ligand binding domain revealed by molecular dynamics simulation,"Henchman, RH; Wang, HL; Sine, SM; Taylor, P; McCammon, JA",BIOPHYSICAL JOURNAL,2003,56,4.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,10,8,10,5,4,2,2,1,0
mccammonj,SIMULATION OF CHARGE-MUTANT ACETYLCHOLINESTERASES,"ANTOSIEWICZ, J; MCCAMMON, JA; WLODEK, ST; GILSON, MK",BIOCHEMISTRY,1995,56,2.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,10,9,9,5,4,5,2,1,1,3,2,1,1,0,0,0,1,0,0
mccammonj,SIMULATION OF THE DIFFUSION-CONTROLLED REACTION BETWEEN SUPEROXIDE AND SUPEROXIDE-DISMUTASE .1. SIMPLE-MODELS,"ALLISON, SA; GANTI, G; MCCAMMON, JA",BIOPOLYMERS,1985,56,1.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,3,5,5,7,2,3,4,1,6,2,4,1,1,0,1,1,1,0,1,0,0,0,0,1,0,0,1,0
mccammonj,Phosphorylation effects on cis/trans isomerization and the backbone conformation of serine-proline motifs: Accelerated molecular dynamics analysis,"Hamelberg, D; Shen, T; McCammon, JA",JOURNAL OF THE AMERICAN CHEMICAL SOCIETY,2005,55,5.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8,12,5,6,4,6,7,3,2
mccammonj,Internal dynamics of green fluorescent protein,"Helms, V; Straatsma, TP; McCammon, JA",JOURNAL OF PHYSICAL CHEMISTRY B,1999,55,3.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,5,3,3,7,2,6,5,6,3,2,5,2,1
mccammonj,DIFFUSIONAL DYNAMICS OF LIGAND RECEPTOR ASSOCIATION,"MCCAMMON, JA; NORTHRUP, SH; ALLISON, SA",JOURNAL OF PHYSICAL CHEMISTRY,1986,55,1.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,4,5,3,1,1,0,2,3,1,7,1,1,0,2,0,0,1,1,2,1,1,1,1,5,4,2,0
mccammonj,Molecular dynamics simulations and drug discovery,"Durrant, Jacob D.; McCammon, J. Andrew",BMC BIOLOGY,2011,54,13.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11,31,11
mccammonj,Discovery of drug-like inhibitors of an essential RNA-editing ligase in Trypanosoma brucei,"Amaro, Rommie E.; Schnaufer, Achim; Interthal, Heidrun; Hol, Wim; Stuart, Kenneth D.; McCammon, J. Andrew",PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA,2008,54,7.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,14,13,11,5,2
mccammonj,Protein flexibility and computer-aided drug design,"Wong, CF; McCammon, JA",ANNUAL REVIEW OF PHARMACOLOGY AND TOXICOLOGY,2003,54,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,7,4,6,12,3,5,5,2,0,1
mccammonj,The adaptive multilevel finite element solution of the Poisson-Boltzmann equation on massively parallel computers,"Baker, NA; Sept, D; Holst, MJ; McCammon, JA",IBM JOURNAL OF RESEARCH AND DEVELOPMENT,2001,54,3.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,4,4,8,7,4,3,6,5,2,6,1
mccammonj,SIMULATION METHODS FOR PROTEIN-STRUCTURE FLUCTUATIONS,"NORTHRUP, SH; MCCAMMON, JA",BIOPOLYMERS,1980,54,1.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,0,2,0,0,1,1,2,6,2,2,3,1,2,3,3,5,4,1,0,2,1,1,2,0,0,3,0,0,2,0,0
mccammonj,SIMULATION OF ENZYME-SUBSTRATE ENCOUNTER WITH GATED ACTIVE-SITES,"WADE, RC; LUTY, BA; DEMCHUK, E; MADURA, JD; DAVIS, ME; BRIGGS, JM; MCCAMMON, JA",NATURE STRUCTURAL BIOLOGY,1994,53,2.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,6,3,8,2,2,3,1,4,1,2,4,0,0,1,2,3,2,2,0
mccammonj,"MOLECULAR RECOGNITION IN NONAQUEOUS SOLVENTS - NA+, K+, AND 18-CROWN-6 IN METHANOL","MAZOR, MH; MCCAMMON, JA; LYBRAND, TP",JOURNAL OF THE AMERICAN CHEMICAL SOCIETY,1989,53,2.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,3,7,7,7,4,1,2,2,3,1,1,0,1,0,0,1,2,0,0,0,0,1,0,0
mccammonj,DYNAMICS OF TYROSINE RING ROTATIONS IN A GLOBULAR PROTEIN,"MCCAMMON, JA; KARPLUS, M",BIOPOLYMERS,1980,53,1.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,12,4,2,0,2,2,3,1,0,1,2,2,3,1,1,0,0,4,2,1,0,1,0,0,0,0,0,0,0,1,0,1
mccammonj,Ras Conformational Switching: Simulating Nucleotide-Dependent Conformational Transitions with Accelerated Molecular Dynamics,"Grant, Barry J.; Gorfe, Alemayehu A.; McCammon, J. Andrew",PLOS COMPUTATIONAL BIOLOGY,2009,52,8.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,15,12,10,1
mccammonj,Gated binding of ligands to HIV-1 protease: Brownian dynamics simulations in a coarse-grained model,"Chang, CE; Shen, T; Trylska, J; Tozzini, V; McCammon, JA",BIOPHYSICAL JOURNAL,2006,52,5.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,7,9,10,8,5,0
mccammonj,The influence of macromolecular crowding on HIV-1 protease internal dynamics,"Minh, David D. L.; Chang, Chia-en; Trylska, Joanna; Tozzini, Valentina; McCammon, J. Andrew",JOURNAL OF THE AMERICAN CHEMICAL SOCIETY,2006,52,5.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,6,14,9,5,8,2
mccammonj,Ligand-induced conformational change in the alpha 7 nicotinic receptor ligand binding domain,"Henchman, RH; Wang, HL; Sine, SM; Taylor, P; McCammon, JA",BIOPHYSICAL JOURNAL,2005,51,5.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12,7,11,7,5,2,5,1,0
mccammonj,HIV-1 integrase inhibitor interactions at the active site: Prediction of binding modes unaffected by crystal packing,"Sotriffer, CA; Ni, HH; McCammon, JA",JOURNAL OF THE AMERICAN CHEMICAL SOCIETY,2000,51,3.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,4,3,9,4,4,9,2,6,0,2,4,0,0
mccammonj,DIFFUSIVE REACTION-RATES FROM BROWNIAN DYNAMICS SIMULATIONS - REPLACING THE OUTER CUTOFF SURFACE BY AN ANALYTICAL TREATMENT,"LUTY, BA; MCCAMMON, JA; ZHOU, HX",JOURNAL OF CHEMICAL PHYSICS,1992,51,2.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,5,3,3,5,1,1,5,2,1,5,0,0,1,0,0,2,2,4,0,0
mccammonj,SIDE-CHAIN ROTATIONAL ISOMERIZATION IN PROTEINS - A MECHANISM INVOLVING GATING AND TRANSIENT PACKING DEFECTS,"MCCAMMON, JA; LEE, CY; NORTHRUP, SH",JOURNAL OF THE AMERICAN CHEMICAL SOCIETY,1983,51,1.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,4,1,7,5,5,3,4,1,1,1,0,2,0,0,1,0,0,0,1,1,0,1,0,0,2,0,0,0,0,0
mccammonj,Coupling nonpolar and polar solvation free energies in implicit solvent models,"Dzubiella, J; Swanson, JMJ; McCammon, JA",JOURNAL OF CHEMICAL PHYSICS,2006,50,5.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,6,8,8,6,5,10,3
mccammonj,Modeling HIV-1 integrase complexes based on their hydrodynamic properties,"Podtelezhnikov, AA; Gao, K; Bushman, FD; McCammon, JA",BIOPOLYMERS,2003,50,4.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7,9,7,5,4,8,3,2,1,2,0
mccammonj,Acetylcholinesterase: Role of the enzyme's charge distribution in steering charged ligands toward the active site,"Antosiewicz, J; Wlodek, ST; McCammon, JA",BIOPOLYMERS,1996,50,2.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,8,6,2,8,0,1,2,1,4,2,0,1,1,2,3,3,0
mccammonj,SEMIEMPIRICAL MODELS FOR BIOMEMBRANE PHASE-TRANSITIONS AND PHASE SEPARATIONS,"MCCAMMON, JA; DEUTCH, JM",JOURNAL OF THE AMERICAN CHEMICAL SOCIETY,1975,50,1.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,12,5,5,8,2,3,3,3,2,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
mccammonj,Enhanced Conformational Space Sampling Improves the Prediction of Chemical Shifts in Proteins,"Markwick, Phineus R. L.; Cervantes, Carla F.; Abel, Barrett L.; Komives, Elizabeth A.; Blackledge, Martin; McCammon, J. Andrew",JOURNAL OF THE AMERICAN CHEMICAL SOCIETY,2010,49,9.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13,19,11,5
mccammonj,Mapping the nucleotide and isoform-dependent structural and dynamical features of ras proteins,"Gorfe, Alemayehu A.; Grant, Barry J.; McCammon, J. Andrew",STRUCTURE,2008,49,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,11,10,11,9,3
mccammonj,Kinetic mechanism of end-to-end annealing of actin filaments,"Andrianantoandro, E; Blanchoin, L; Sept, D; McCammon, JA; Pollard, TD",JOURNAL OF MOLECULAR BIOLOGY,2001,49,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,5,2,6,1,8,9,5,3,1,3,1
mccammonj,Calculation of weak protein-protein interactions: The pH dependence of the second virial coefficient,"Elcock, AH; McCammon, JA",BIOPHYSICAL JOURNAL,2001,49,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,2,5,8,2,2,5,5,3,2,9,1
mccammonj,OPTIMIZATION OF BROWNIAN DYNAMICS METHODS FOR DIFFUSION-INFLUENCED RATE-CONSTANT CALCULATIONS,"NORTHRUP, SH; CURVIN, MS; ALLISON, SA; MCCAMMON, JA",JOURNAL OF CHEMICAL PHYSICS,1986,49,1.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,2,3,6,0,1,0,0,0,2,2,2,2,0,4,2,2,0,3,0,1,1,0,1,3,0,0
mccammonj,"Potent, selective pyrone-based inhibitors of stromelysin-1","Puerta, DT; Mongan, J; Tran, BL; McCammon, JA; Cohen, SM",JOURNAL OF THE AMERICAN CHEMICAL SOCIETY,2005,48,4.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,5,7,3,8,6,5,0
mccammonj,ELECTROSTATIC ENERGY CALCULATIONS BY A FINITE-DIFFERENCE METHOD - RAPID CALCULATION OF CHARGE-SOLVENT INTERACTION ENERGIES,"LUTY, BA; DAVIS, ME; MCCAMMON, JA",JOURNAL OF COMPUTATIONAL CHEMISTRY,1992,48,2.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,4,6,4,1,5,2,4,1,1,2,0,0,2,2,1,0,1,5,0
mccammonj,MOLECULAR-DYNAMICS OF FERROCYTOCHROME-C - ANHARMONICITY OF ATOMIC DISPLACEMENTS,"MAO, B; PEAR, MR; MCCAMMON, JA; NORTHRUP, SH",BIOPOLYMERS,1982,48,1.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,8,6,1,1,0,3,7,0,2,1,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
mccammonj,INTERNAL MOTIONS OF ANTIBODY MOLECULES,"MCCAMMON, JA; KARPLUS, M",NATURE,1977,48,1.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,3,3,2,4,3,2,1,1,0,0,0,0,0,1,0,0,0,0,1,0,3,1,0,2,2,0,1,2,0,4,3,2,0,1,0
mccammonj,Optimized radii for Poisson-Boltzmann calculations with the AMBER force field,"Swanson, JMJ; Adcock, SA; McCammon, JA",JOURNAL OF CHEMICAL THEORY AND COMPUTATION,2005,47,4.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,9,5,9,1,6,6,4,4,1
mccammonj,Mechanism of acetylcholinesterase inhibition by fasciculin: A 5-ns molecular dynamics simulation,"Tai, K; Shen, TY; Henchman, RH; Bourne, Y; Marchot, P; McCammon, JA",JOURNAL OF THE AMERICAN CHEMICAL SOCIETY,2002,47,3.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,8,9,7,1,3,0,4,4,3,2,0
mccammonj,Density functional based parametrization of a valence bond method and its applications in quantum classical molecular dynamics simulations of enzymatic reactions,"Grochowski, P; Lesyng, B; Bala, P; McCammon, JA",INTERNATIONAL JOURNAL OF QUANTUM CHEMISTRY,1996,47,2.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,9,4,5,3,4,1,3,5,3,1,3,0,0,0,0
mccammonj,MOLECULAR-DYNAMICS OF FERROCYTOCHROME-C,"NORTHRUP, SH; PEAR, MR; MCCAMMON, JA; KARPLUS, M",NATURE,1980,46,1.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,6,5,2,4,0,0,1,1,2,2,2,0,2,1,0,1,0,1,0,0,3,0,2,1,1,0,0,1,1,0,0,0,0
mccammonj,Electrostatic effects in homeodomain-DNA interactions,"Fogolari, F; Elcock, AH; Esposito, G; Viglino, P; Briggs, JM; McCammon, JA",JOURNAL OF MOLECULAR BIOLOGY,1997,45,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,3,4,1,3,6,5,3,3,4,2,2,2,0,2,0,0
mccammonj,Computer simulations of actin polymerization can explain the barbed-pointed end asymmetry,"Sept, D; Elcock, AH; McCammon, JA",JOURNAL OF MOLECULAR BIOLOGY,1999,44,2.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,5,3,1,1,2,1,3,4,6,6,2,2,1
mccammonj,ELECTROSTATIC AND HYDRODYNAMIC ORIENTATIONAL STEERING EFFECTS IN ENZYME-SUBSTRATE ASSOCIATION,"ANTOSIEWICZ, J; MCCAMMON, JA",BIOPHYSICAL JOURNAL,1995,44,2.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,3,3,3,2,3,0,5,0,1,1,0,3,2,3,4,5,0
mccammonj,COMBINED CONFORMATIONAL SEARCH AND FINITE-DIFFERENCE POISSON-BOLTZMANN APPROACH FOR FLEXIBLE DOCKING - APPLICATION TO AN OPERATOR MUTATION IN THE LAMBDA-REPRESSOR-OPERATOR COMPLEX,"ZACHARIAS, M; LUTY, BA; DAVIS, ME; MCCAMMON, JA",JOURNAL OF MOLECULAR BIOLOGY,1994,44,2.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,6,3,4,1,2,3,4,1,1,1,0,1,0,0,1,0,0,0
mccammonj,Extracting hydration sites around proteins from explicit water simulations,"Henchman, RH; McCammon, JA",JOURNAL OF COMPUTATIONAL CHEMISTRY,2002,43,3.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,4,3,3,4,3,1,4,4,2,6,5
mccammonj,Electrostatic channeling in the bifunctional enzyme dihydrofolate reductase-thymidylate synthase,"Elcock, AH; Potter, MJ; Matthews, DA; Knighton, DR; McCammon, JA",JOURNAL OF MOLECULAR BIOLOGY,1996,43,2.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,5,1,2,4,5,4,0,2,2,2,1,3,1,2,2,2
mccammonj,Binding of tacrine and 6-chlorotacrine by acetylcholinesterase,"Wlodek, ST; Antosiewicz, J; McCammon, JA; Straatsma, TP; Gilson, MK; Briggs, JM; Humblet, C; Sussman, JL",BIOPOLYMERS,1996,43,2.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,3,5,5,3,0,3,4,2,2,4,2,2,2,0,1,0
mccammonj,HOLONOMIC CONSTRAINT CONTRIBUTIONS TO FREE-ENERGY DIFFERENCES FROM THERMODYNAMIC INTEGRATION MOLECULAR-DYNAMICS SIMULATIONS,"STRAATSMA, TP; ZACHARIAS, M; MCCAMMON, JA",CHEMICAL PHYSICS LETTERS,1992,43,1.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,2,5,0,2,2,1,1,5,1,1,2,2,3,1,0,4,2,1,1,0
mccammonj,QUANTUM SIMULATIONS OF CONFORMATION REORGANIZATION IN THE ELECTRON-TRANSFER REACTIONS OF TUNA CYTOCHROME-C,"ZHENG, C; MCCAMMON, JA; WOLYNES, PG",CHEMICAL PHYSICS,1991,43,1.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,2,5,4,2,2,3,5,1,1,0,0,0,0,0,2,0,0,1,1,1,0
mccammonj,DIRECT DYNAMICS STUDY OF INTRAMOLECULAR PROTON-TRANSFER IN HYDROGENOXALATE ANION,"TRUONG, TN; MCCAMMON, JA",JOURNAL OF THE AMERICAN CHEMICAL SOCIETY,1991,43,1.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8,3,4,2,4,5,3,1,2,0,2,0,0,0,1,2,1,0,1,1,0,1,0
